model_name,aggregation_level,y_feature,n_features,rmse,mae,me,mape,d_model,nhead,num_layers,dropout_pe,dropout_encoder,batch_size,learning_rate,epochs,train_loss,val_loss,note,hidden_dim,dropout
multivariate_transformer,hour,vis,23,794.5031150458116,121.66892696957426,15.232574960542172,384137.3972070916,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.5680003845691681,0.5493839008635596,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,CO2,23,57.29021705345353,14.350362175359544,7.10031604219799,2.478732512313936,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0990293452516198,0.1625209898246746,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,VOC,23,71.99884562719764,32.97423677961822,-0.4510185023633718,3.897337256061664,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0688388879845539,0.0585152849947151,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,hum,23,1.0250885939610492,0.7088707239620352,-0.1860994088286545,1.9692295241705688,256.0,8.0,3.0,0.15,0.15,1024.0,0.00031,25.0,0.0194844912240902,0.0113584746508614,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,tmp,23,0.3253495945894346,0.2130838467676037,0.0242701074721315,0.8976376349271666,256.0,8.0,4.0,0.2,0.2,1024.0,0.00031,25.0,0.0141868759691715,0.008176865252225,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,vis,23,519.6228203620701,82.92996182517375,22.1542905424971,20042.30265262045,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.4989062953616182,0.4203851074960671,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,35.23441531869322,9.805307307750851,1.156995639246121,1.7471962363224527,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1013176718338703,0.0633692998904734,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,34.32289622612856,10.799415728798031,2.7367180262879924,1.9976477826943908,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0825387748812014,0.0601283942194034,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,VOC,26,62.51650567612078,32.139393190065995,-4.790302682494962,3.974724717155679,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0453262765659019,0.0441158695146441,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,hum,26,0.5656180560731633,0.3121666610580599,-0.0120193283440021,0.9183880752594628,256.0,8.0,3.0,0.15,0.15,1024.0,0.00031,25.0,0.006041868814888,0.0035167736428168,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,tmp,26,0.1832892236135033,0.1049178987625086,0.0207650149671042,0.4304011857153883,256.0,8.0,4.0,0.2,0.2,1024.0,0.00031,25.0,0.0068277575851728,0.0025885432221305,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,vis,26,490.27339734208607,62.00180681136538,18.9072147963514,96666.80837165182,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.3634770583128556,0.4102624686434865,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,CO2,26,68.859080778055,21.39768717361127,3.011774754622372,3.5977095703963493,256.0,8.0,6.0,0.1,0.1,1024.0,0.00031,25.0,0.2367809328933557,0.2258268414359343,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,VOC,26,90.40678659736152,44.31128647456101,-4.871641618260181,5.07874565354361,256.0,8.0,6.0,0.1,0.1,1024.0,0.00031,25.0,0.1066248767077922,0.0936169636092687,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,hum,26,1.370262158886939,0.9447542347842218,-0.2285548392447151,2.5343428588220376,256.0,8.0,3.0,0.15,0.15,1024.0,0.00031,25.0,0.0296337817112604,0.0203408658700554,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,tmp,26,0.4316779724559613,0.2783931692813725,0.0386491160323221,1.160085239155581,256.0,8.0,4.0,0.2,0.2,1024.0,0.00031,25.0,0.020003817975521,0.0145245262568718,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,vis,26,814.824824777235,136.81055053840706,91.05729296886923,8485.993519654312,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.5779431980351607,0.5789313124198663,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,CO2,26,63.21238295277247,13.87757444987329,5.169455441736143,2.3145950367029733,256.0,8.0,6.0,0.1,0.1,1024.0,0.00031,25.0,0.1328749157488346,0.1991221792995929,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,VOC,26,72.51788324088719,34.05212511475132,7.872605861241021,4.025391228578253,256.0,8.0,6.0,0.1,0.1,1024.0,0.00031,25.0,0.0676206246763467,0.0592921899729653,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,hum,26,0.777435487979079,0.4574697164854712,-0.0459614353204812,1.2530575176881755,256.0,8.0,3.0,0.15,0.15,1024.0,0.00031,25.0,0.0095329151240487,0.0065385053105848,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,tmp,26,0.5174450090242138,0.3564955211989036,-0.1384022023418259,1.4673725133385749,256.0,8.0,4.0,0.2,0.2,1024.0,0.00031,25.0,0.0215019581466913,0.0206828524211519,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,vis,26,698.5199008347245,80.38745226946492,45.53835799176648,55673.51367701336,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.5192770982533693,0.7631876428464526,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,36.551319041051336,9.67278078829309,-0.9729872713030586,1.6915588162179716,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0846527870434026,0.0681899521655092,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,65.28250676823664,9.984226158616844,-0.7450556743025578,1.6541881668517282,256.0,8.0,5.0,0.15,0.15,128.0,0.00031,25.0,0.1647887672469944,0.2174361146690595,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,40.36661567144912,10.69218732784518,4.327073680712308,1.8881004236921444,256.0,8.0,5.0,0.15,0.15,128.0,0.00031,25.0,0.2852404175783423,0.0813489352124976,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,28.876607491299755,10.11206212425678,3.393441513072102,1.8657735979358243,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0838185522705316,0.0431511441771036,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,38.474369234772645,10.043743359955746,0.5538011292815538,1.7998288494885106,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0845918460959388,0.0733296574356082,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,40.72581153376832,10.47682905494724,4.696392823024709,1.8169961499435088,256.0,8.0,5.0,0.15,0.15,1024.0,0.0005,25.0,0.1058887754800556,0.0816805017265406,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,42.299668821823765,10.402418030809695,3.050258971264113,1.8625085793394929,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1310004700996702,0.0884420551144732,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,hum,26,0.4894172820019786,0.2638409495447376,0.0030857140031646,0.7684491456117837,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0066467606958242,0.0025942029628472,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,VOC,26,60.854385695069865,31.05214887600688,0.1237158112956665,3.782227782954884,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0479505157038088,0.0416918591333505,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,33.057499214710695,10.350343839033544,-2.647677357195411,1.832841830131624,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.060521507674768,0.0540408811723001,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,36.80283234807906,10.600511226443784,-1.7517606986426308,1.824881312926236,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1057919300311515,0.0672259346032754,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,hum,26,0.6758790646803164,0.4068708420278983,0.2274262086309812,1.0318323982992876,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0059068498742436,0.004956871127853,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,tmp,26,0.1707547706803721,0.1065808778900346,-0.0653099821361941,0.4309134200968955,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0052059183092487,0.0022626072063874,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,38.87154416006679,10.8034076237256,1.528237289737335,1.9598376010470304,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0925877479055235,0.0747443628855622,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,VOC,26,61.844170655409954,31.396555110753543,-7.557575444661463,3.881668440869241,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0474124174204564,0.0434999839665415,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_lstm,quarter_hour,CO2,26,27.906359606335915,8.431860944252259,-2.0042876286487448,1.5032728940552214,,,5.0,,,4096.0,0.00031,25.0,0.0508091069805698,0.0385090579278767,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,CO2,26,34.66772104829325,8.528159792946635,0.9362210818095384,1.4893525065191051,,,5.0,,,4096.0,0.00031,25.0,0.0493817784560796,0.0584417388774454,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,VOC,26,55.6285644248964,27.83096132112208,1.0160809359014658,3.4364616319417305,,,5.0,,,4096.0,0.00031,25.0,0.0398246674822309,0.0349767542444169,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,hum,26,0.5280862737278178,0.2589091431272706,-0.019685582617553,0.7166314597554719,,,5.0,,,4096.0,0.00031,25.0,0.0042418642417312,0.0029956012498587,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,tmp,26,0.1628800241637523,0.0865024466583725,0.0097689811880308,0.3568833358998452,,,5.0,,,4096.0,0.00031,25.0,0.0035636894410858,0.002062299195677,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,vis,26,413.5468599983006,57.31069872528692,3.487457335729544,555895.9240048314,,,5.0,,,4096.0,0.00031,25.0,0.2412224499365458,0.2954226106405258,LSTM model with device_id embedding,256.0,0.3
multivariate_transformer,quarter_hour,CO2,26,23.50379771730012,9.427976678552666,-0.1529492913589724,1.750668474409704,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,10.0,0.0489171506118735,0.037340350182993,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,CO2,26,22.6540413609095,8.61531856798079,-1.1923013881509246,1.5674461764055427,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0436673094305435,0.0347833686278431,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,VOC,26,53.238548296684,28.711234088847544,-0.5220514840392896,3.645033623483778,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0425872713315233,0.0410754339067966,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,hum,26,0.4774579194516852,0.2667701842969749,-0.0949859620135974,0.7316192427010065,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0066619419304081,0.0024675178392971,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,tmp,26,0.1883460046960131,0.125404098176582,-0.0046269474368784,0.5279694233178309,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0080981225359673,0.0027717237161206,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,vis,26,447.8504601435051,51.46157986772416,8.320179629192609,92157.23897078689,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.3841665102126308,0.3540493688219553,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,CO2,26,31.638343936184068,10.704428089999906,-1.6339407376268489,1.8649498473712969,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0754229815823859,0.0667011654004454,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,VOC,26,62.85621209364446,31.804056869452392,-1.3441601166618695,3.882238205608147,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0626816178524964,0.0569979823929698,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,hum,26,0.6876877150194493,0.4325807123021242,-0.0093251321308057,1.2758155355023455,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0090190498219606,0.0051194909702692,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,tmp,26,0.237528897250651,0.1366645576223436,-0.0367829122067051,0.5542540315667729,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0104381269407703,0.004398675886669,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,vis,26,535.9649805432288,79.02613796688837,11.911646478764585,179546.90232336993,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.3725248911344495,0.4549612707801555,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,CO2,26,43.16126666659096,16.853535984718086,-3.607061506464344,2.9325097336364325,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1310595381259918,0.1265780408131449,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,VOC,26,82.58493808749053,42.01788780398598,-5.63830635204322,5.0651718602713,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1050283607840538,0.0985073906026388,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,hum,26,1.1049158262429712,0.7765913748535757,0.4430702528056383,2.3709657464852136,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0174125398695468,0.0131399210934576,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,tmp,26,0.4150054973169569,0.2615179922016469,0.0417406840546217,1.104706512773342,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0189837100605169,0.0133916764569125,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,vis,26,1139.547494989912,139.47915694758746,95.79591405651516,578.6226114473377,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.427483293513457,1.1433520756269755,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_lstm,quarter_hour,CO2,26,21.1947116867372,7.422668598040315,-0.952420523246142,1.360575884161042,,,5.0,,,4096.0,0.00031,25.0,0.0311254318803548,0.0296175076626241,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,VOC,26,49.10650710453746,26.44025974566427,0.0952100599066246,3.3907347128767773,,,5.0,,,4096.0,0.00031,25.0,0.0381665662076179,0.0344869368709623,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,hum,26,0.5042838282777452,0.2742086835793772,0.0358316885145571,0.7626650933101154,,,5.0,,,4096.0,0.00031,25.0,0.0041599329077191,0.002696861635195,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,tmp,26,0.1715634987162935,0.1026523477240895,-0.054072771525889,0.4395883018457533,,,5.0,,,4096.0,0.00031,25.0,0.0035060306998913,0.0023459317744709,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,vis,26,384.3276304611228,57.49544407593131,0.8010336071487436,141998.35255756657,,,5.0,,,4096.0,0.00031,25.0,0.2161846022520746,0.2539288628846406,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,half_hour,CO2,26,30.63533676650881,10.551290499303358,1.068098915118877,1.8525792032813733,,,5.0,,,4096.0,0.00031,25.0,0.0670772953645179,0.061479177698493,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,half_hour,VOC,26,61.18893009588743,30.548179618439715,-4.520101123718631,3.771424950480245,,,5.0,,,4096.0,0.00031,25.0,0.0549813161947225,0.0536460563540458,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,half_hour,hum,26,0.7036465054033324,0.4102312880788081,0.086659800741522,1.1357102814948352,,,5.0,,,4096.0,0.00031,25.0,0.0087110065659017,0.0053168257698416,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,half_hour,tmp,26,0.2573317390718185,0.1444237970425037,-0.0183656889632944,0.5906780216786267,,,5.0,,,4096.0,0.00031,25.0,0.0082622649711801,0.0051153705921024,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,half_hour,vis,26,438.33564979562,80.11837321191442,-4.851271683156956,115272.2900299318,,,5.0,,,4096.0,0.00031,25.0,0.3593360997344318,0.2948479481041431,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,hour,CO2,26,42.07216448383557,16.07857090217195,-1.3055125846069406,2.840270100656169,,,5.0,,,4096.0,0.00031,25.0,0.1201999477649989,0.1163264155387878,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,hour,VOC,26,74.90797420221023,38.10873279423394,-3.5807187655359405,4.65232979667682,,,5.0,,,4096.0,0.00031,25.0,0.0928672367804928,0.0814143255352974,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,hour,hum,26,1.149614950785362,0.7236943625971856,0.047276998671992,1.9814938152180144,,,5.0,,,4096.0,0.00031,25.0,0.0200220693491007,0.0142235849052667,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,hour,tmp,26,0.4522254616526807,0.2768623565227649,-0.0800415796533039,1.1286279763372613,,,5.0,,,4096.0,0.00031,25.0,0.0213931887165496,0.0160364946350455,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,hour,vis,26,875.6285304268865,154.46836689487833,28.8481590239654,475.1904728040009,,,5.0,,,4096.0,0.00031,25.0,0.4002729097479268,0.676893538236618,LSTM model with device_id embedding,256.0,0.3
multivariate_transformer,quarter_hour,CO2,25,24.23663261497775,8.947190712855027,0.3159618997916854,1.6142795323067056,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0557299257952322,0.036997239344204,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,VOC,25,58.30960728543094,30.371700494605005,3.680223151912242,3.753245891926296,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0424839459648988,0.039386403436462,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,hum,25,0.4888848602342271,0.2768198992722722,0.0552031776550522,0.7478443762357136,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0057042013841732,0.0026881903863679,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,tmp,25,0.1514804783925397,0.0882243959563671,0.0061408193760281,0.3632996329630404,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0056110221868483,0.0018445171433715,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,quarter_hour,vis,25,495.2475249883403,53.43877328375415,10.232877654067584,537041.0095943356,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.5075942114791245,0.4297120627732231,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,CO2,25,33.79622701708544,11.61779551077656,-2.1522145550906484,1.989159686691772,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0829078921183846,0.0722903213821924,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,VOC,25,70.8193404417093,34.03671212731085,-3.82452371972632,4.044125433257677,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0625382849057905,0.0581738057617957,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,hum,25,0.7053703409367513,0.4395707845526145,-0.0217432422752518,1.226637070881953,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0110687705158602,0.0055183982595992,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,tmp,25,0.3135286732653558,0.2215682135519809,-0.0841209037998343,0.9168372887317584,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.013681566227057,0.00766004777203,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,half_hour,vis,25,659.7745201590583,76.3780416572297,5.253419577038527,63318.99505674368,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.3629066490026471,0.6830638277893647,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,CO2,25,45.47470662335178,17.459894257502807,-3.028538308108752,3.0686249188032053,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1521621631582578,0.1318564493405191,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,VOC,25,90.70661028160268,43.67795757553974,-0.4347826884656027,5.102960123054366,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.1056207872430483,0.0974095867652642,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,hum,25,1.1527100933604617,0.7572302463227237,-0.0232565300179484,2.098229320187971,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0219268920272588,0.0144108881389624,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,tmp,25,0.4744023399782419,0.312456242492437,-0.0745450732151713,1.2796159687924065,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.0222289048880338,0.0174317803527963,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_transformer,hour,vis,25,815.4706329204641,105.504435983524,31.695822114697613,209018.08144617715,256.0,8.0,5.0,0.15,0.15,1024.0,0.00031,25.0,0.5616410239537557,0.5847918087322461,"2 decoder Linear layers with LeakyReLu, shuffled training data",,
multivariate_lstm,quarter_hour,CO2,25,22.526868594520764,7.659289588129163,0.5431011872681587,1.3812974598314283,,,5.0,,,4096.0,0.00031,25.0,0.03234198978409553,0.03192035434767604,LSTM model with device_id embedding,256.0,0.3
multivariate_lstm,quarter_hour,VOC,25,56.38467178821639,28.762483804013943,-5.31594740585658,3.559193442170049,,,5.0,,,4096.0,0.00031,25.0,0.037268637703397334,0.03725972529500723,LSTM model with device_id embedding,256.0,0.3
